"unitid","institution name","year","EF2010A.Level of student","EF2010A.Grand total","EF2010A.Grand total women","EF2010A.Asian total","EF2010A.Black or African American total","EF2010A.Hispanic total","IDX_EF"
"209056","Lewis & Clark College","2010","All students, Undergraduate total","1999","1197","107","47","118","-2"
"209065","Linfield College-McMinnville Campus","2010","All students, Undergraduate total","1729","1015","138","26","115","-2"
"209506","Oregon Institute of Technology","2010","All students, Undergraduate total","3758","1805","183","58","242","-2"
"209922","Reed College","2010","All students, Undergraduate total","1447","807","88","31","58","-2"
"210304","Warner Pacific College","2010","All students, Undergraduate total","1359","864","32","120","80","-2"
"210401","Willamette University","2010","All students, Undergraduate total","1940","1095","125","37","120","-2"
"210492","Bryn Athyn College of the New Church","2010","All students, Undergraduate total","206","112","6","15","5","-2"
"210571","Albright College","2010","All students, Undergraduate total","2334","1360","37","285","137","-2"
"210669","Allegheny College","2010","All students, Undergraduate total","2153","1183","64","89","77","-2"
"210906","The Art Institutes of York-PA","2010","All students, Undergraduate total","644","357","12","80","55","-2"
"211273","Bryn Mawr College","2010","All students, Undergraduate total","1289","1289","160","71","122","-2"
"211291","Bucknell University","2010","All students, Undergraduate total","3508","1799","106","107","132","-2"
"211468","Cedar Crest College","2010","All students, Undergraduate total","1472","1404","44","131","138","-2"
"211477","Central Penn College","2010","All students, Undergraduate total","1495","933","22","363","45","-2"
"211608","Cheyney University of Pennsylvania","2010","All students, Undergraduate total","1508","801","0","1121","10","-2"
"212009","Dickinson College","2010","All students, Undergraduate total","2414","1323","91","83","130","-2"
"212197","Elizabethtown College","2010","All students, Undergraduate total","2383","1510","66","108","67","-2"
"212577","Franklin and Marshall College","2010","All students, Undergraduate total","2335","1230","81","67","127","-2"
"212674","Gettysburg College","2010","All students, Undergraduate total","2485","1309","38","93","98","-2"
"212805","Grove City College","2010","All students, Undergraduate total","2499","1249","49","18","42","-2"
"212911","Haverford College","2010","All students, Undergraduate total","1177","629","91","86","100","-2"
"213251","Juniata College","2010","All students, Undergraduate total","1593","899","35","34","31","-2"
"213303","Keystone College","2010","All students, Undergraduate total","1706","1017","22","70","42","-2"
"213358","La Roche College","2010","All students, Undergraduate total","1292","777","10","85","15","-2"
"213385","Lafayette College","2010","All students, Undergraduate total","2414","1128","86","114","119","-2"
"213668","Lycoming College","2010","All students, Undergraduate total","1304","731","6","46","35","-2"
"213996","Messiah College","2010","All students, Undergraduate total","2808","1744","36","59","68","-2"
"214157","Moravian College","2010","All students, Undergraduate total","1772","1063","39","60","124","-2"
"214175","Muhlenberg College","2010","All students, Undergraduate total","2515","1434","52","47","42","-2"
"214591","Pennsylvania State University-Penn State Erie-Behrend College","2010","All students, Undergraduate total","4252","1527","95","142","107","-2"
"214625","Pennsylvania State University-Penn State New Kensington","2010","All students, Undergraduate total","870","349","3","35","12","-2"
"214634","Pennsylvania State University-Penn State Shenango","2010","All students, Undergraduate total","714","452","4","54","13","-2"
"214643","Pennsylvania State University-Penn State Wilkes-Barre","2010","All students, Undergraduate total","719","218","11","35","19","-2"
"214652","Pennsylvania State University-Penn State Worthington Scranton","2010","All students, Undergraduate total","1386","721","41","24","55","-2"
"214670","Pennsylvania State University-Penn State Lehigh Valley","2010","All students, Undergraduate total","914","423","65","28","111","-2"
"214689","Pennsylvania State University-Penn State Altoona","2010","All students, Undergraduate total","4128","1932","73","249","164","-2"
"214698","Pennsylvania State University-Penn State Beaver","2010","All students, Undergraduate total","906","431","16","75","17","-2"
"214704","Pennsylvania State University-Penn State Berks","2010","All students, Undergraduate total","2701","1160","99","189","187","-2"
"214731","Pennsylvania State University-Penn State Brandywine","2010","All students, Undergraduate total","1613","675","100","190","56","-2"
"214786","Pennsylvania State University-Penn State Greater Allegheny","2010","All students, Undergraduate total","768","349","18","211","17","-2"
"214801","Pennsylvania State University-Penn State Abington","2010","All students, Undergraduate total","3423","1670","477","429","257","-2"
"214810","Pennsylvania State University-Penn State Schuylkill","2010","All students, Undergraduate total","1034","564","27","286","64","-2"
"214829","Pennsylvania State University-Penn State York","2010","All students, Undergraduate total","1393","601","70","95","70","-2"
"214883","Peirce College","2010","All students, Undergraduate total","2139","1529","33","1302","135","-2"
"215266","University of Pittsburgh-Bradford","2010","All students, Undergraduate total","1629","860","32","103","30","-2"
"215275","University of Pittsburgh-Greensburg","2010","All students, Undergraduate total","1803","899","40","96","41","-2"
"215284","University of Pittsburgh-Johnstown","2010","All students, Undergraduate total","2965","1373","48","75","43","-2"
"215798","Saint Vincent College","2010","All students, Undergraduate total","1693","801","12","88","40","-2"
"216278","Susquehanna University","2010","All students, Undergraduate total","2305","1261","32","69","80","-2"
"216287","Swarthmore College","2010","All students, Undergraduate total","1524","780","217","97","175","-2"
"216357","Thiel College","2010","All students, Undergraduate total","1096","501","4","67","16","-2"
"216524","Ursinus College","2010","All students, Undergraduate total","1802","972","78","100","70","-2"
"216542","University of Valley Forge","2010","All students, Undergraduate total","1129","583","19","140","105","-2"
"216667","Washington & Jefferson College","2010","All students, Undergraduate total","1460","723","20","42","30","-2"
"216807","Westminster College","2010","All students, Undergraduate total","1516","895","11","28","7","-2"
"217013","Wilson College","2010","All students, Undergraduate total","753","641","3","32","13","-2"
"217624","Allen University","2010","All students, Undergraduate total","848","509","0","777","0","-2"
"217721","Benedict College","2010","All students, Undergraduate total","3137","1598","2","3104","11","-2"
"217873","Claflin University","2010","All students, Undergraduate total","1831","1199","6","1701","33","-2"
"217907","Coker College","2010","All students, Undergraduate total","1106","792","1","447","17","-2"
"217998","Erskine College","2010","All students, Undergraduate total","553","294","7","43","8","-2"
"218070","Furman","2010","All students, Undergraduate total","2761","1593","58","163","70","-2"
"218229","Lander University","2010","All students, Undergraduate total","2996","2005","5","917","25","-2"
"218238","Limestone College","2010","All students, Undergraduate total","3419","2094","17","1695","65","-2"
"218399","Morris College","2010","All students, Undergraduate total","1048","592","0","1042","2","-2"
"218414","Newberry College","2010","All students, Undergraduate total","1155","517","10","272","36","-2"
"218539","Presbyterian College","2010","All students, Undergraduate total","1188","617","7","106","22","-2"
"218645","University of South Carolina-Aiken","2010","All students, Undergraduate total","3184","2118","28","866","110","-2"
"218654","University of South Carolina-Beaufort","2010","All students, Undergraduate total","1754","1077","26","290","111","-2"
"218742","University of South Carolina-Upstate","2010","All students, Undergraduate total","5439","3498","116","1442","226","-2"
"218919","Voorhees College","2010","All students, Undergraduate total","752","445","1","706","9","-2"
"218973","Wofford College","2010","All students, Undergraduate total","1541","749","47","115","32","-2"
"219000","Augustana University","2010","All students, Undergraduate total","1794","1126","6","8","11","-2"
"219091","Dakota Wesleyan University","2010","All students, Undergraduate total","742","426","5","22","17","-2"
"219204","National American University-Rapid City","2010","All students, Undergraduate total","1784","1283","30","309","115","-2"
"220181","Fisk University","2010","All students, Undergraduate total","519","328","2","412","0","-2"
"220206","Welch College","2010","All students, Undergraduate total","282","128","0","20","30","-2"
"220598","Lane College","2010","All students, Undergraduate total","2222","1172","0","2212","3","-2"
"220604","Le Moyne-Owen College","2010","All students, Undergraduate total","987","649","0","979","0","-2"
"220701","Martin Methodist College","2010","All students, Undergraduate total","1138","691","4","131","9","-2"
"220710","Maryville College","2010","All students, Undergraduate total","1080","575","13","66","21","-2"
"221351","Rhodes College","2010","All students, Undergraduate total","1703","980","85","119","43","-2"
"221519","Sewanee-The University of the South","2010","All students, Undergraduate total","1455","774","33","52","40","-2"
"221731","Tennessee Wesleyan University","2010","All students, Undergraduate total","1103","731","11","44","16","-2"
"222983","Austin College","2010","All students, Undergraduate total","1293","718","179","49","154","-2"
"224527","East Texas Baptist University","2010","All students, Undergraduate total","1197","603","14","200","107","-2"
"225548","Howard Payne University","2010","All students, Undergraduate total","1271","611","6","122","215","-2"
"225575","Huston-Tillotson University","2010","All students, Undergraduate total","895","453","0","643","172","-2"
"225885","Jarvis Christian College","2010","All students, Undergraduate total","522","249","0","506","7","-2"
"226587","McMurry University","2010","All students, Undergraduate total","1414","684","4","206","274","-2"
"227429","Paul Quinn College","2010","All students, Undergraduate total","219","109","0","210","3","-2"
"228042","Schreiner University","2010","All students, Undergraduate total","1043","580","8","42","251","-2"
"228343","Southwestern University","2010","All students, Undergraduate total","1373","833","52","41","248","-2"
"228468","Southwestern Adventist University","2010","All students, Undergraduate total","762","426","47","94","165","-2"
"228884","Texas College","2010","All students, Undergraduate total","891","418","0","756","105","-2"
"228981","Texas Lutheran University","2010","All students, Undergraduate total","1340","696","12","130","311","-2"
"229887","Wiley College","2010","All students, Undergraduate total","1325","797","0","1207","41","-2"
"230047","Brigham Young University-Hawaii","2010","All students, Undergraduate total","2931","1601","130","13","124","-2"
"230630","Stevens-Henager College","2010","All students, Undergraduate total","478","250","4","11","46","-2"
"230816","Bennington College","2010","All students, Undergraduate total","668","448","16","14","20","-2"
"230834","Castleton University","2010","All students, Undergraduate total","2068","1101","15","25","38","-2"
"230931","Lyndon State College","2010","All students, Undergraduate total","1323","609","13","30","27","-2"
"230940","Marlboro College","2010","All students, Undergraduate total","279","137","5","3","8","-2"
"230959","Middlebury College","2010","All students, Undergraduate total","2532","1281","142","58","154","-2"
"231059","Saint Michael's College","2010","All students, Undergraduate total","1899","987","21","25","53","-2"
"231077","College of St Joseph","2010","All students, Undergraduate total","247","150","1","19","4","-2"
"231086","Southern Vermont College","2010","All students, Undergraduate total","493","309","7","40","16","-2"
"231095","Sterling College","2010","All students, Undergraduate total","105","47","0","0","0","-2"
"231420","Averett University","2010","All students, Undergraduate total","922","450","6","229","30","-2"
"231554","Bluefield College","2010","All students, Undergraduate total","696","395","11","143","20","-2"
"231581","Bridgewater College","2010","All students, Undergraduate total","1688","981","14","144","35","-2"
"232025","Emory & Henry College","2010","All students, Undergraduate total","932","450","5","79","13","-2"
"232089","Ferrum College","2010","All students, Undergraduate total","1484","693","7","454","23","-2"
"232256","Hampden-Sydney College","2010","All students, Undergraduate total","1058","0","7","63","21","-2"
"232308","Hollins University","2010","All students, Undergraduate total","775","773","10","79","31","-2"
"233295","Randolph-Macon College","2010","All students, Undergraduate total","1222","646","20","152","33","-2"
"233301","Randolph College","2010","All students, Undergraduate total","517","339","10","47","28","-2"
"233374","University of Richmond","2010","All students, Undergraduate total","3457","1913","152","287","159","-2"
"233426","Roanoke College","2010","All students, Undergraduate total","2104","1178","22","81","67","-2"
"233611","Southern Virginia University","2010","All students, Undergraduate total","777","374","21","33","23","-2"
"233718","Sweet Briar College","2010","All students, Undergraduate total","747","722","17","39","39","-2"
"233897","The University of Virginia's College at Wise","2010","All students, Undergraduate total","1990","1027","22","196","35","-2"
"234085","Virginia Military Institute","2010","All students, Undergraduate total","1569","144","95","84","57","-2"
"234164","Virginia Union University","2010","All students, Undergraduate total","1303","706","2","1254","11","-2"
"234173","Virginia Wesleyan University","2010","All students, Undergraduate total","1279","792","14","274","61","-2"
"234207","Washington and Lee University","2010","All students, Undergraduate total","1759","882","50","44","36","-2"
"236328","University of Puget Sound","2010","All students, Undergraduate total","2584","1513","147","34","136","-2"
"237057","Whitman College","2010","All students, Undergraduate total","1555","901","114","21","97","-2"
"237118","Alderson Broaddus University","2010","All students, Undergraduate total","566","364","6","18","9","-2"
"237181","Bethany College","2010","All students, Undergraduate total","887","405","5","102","14","-2"
"237215","Bluefield State College","2010","All students, Undergraduate total","2063","1301","4","226","16","-2"
"237358","Davis & Elkins College","2010","All students, Undergraduate total","751","443","6","43","10","-2"
"237385","Glenville State College","2010","All students, Undergraduate total","1827","818","1","273","26","-2"
"237640","Ohio Valley University","2010","All students, Undergraduate total","442","221","0","21","18","-2"
"237792","Shepherd University","2010","All students, Undergraduate total","4080","2342","72","242","110","-2"
"237899","West Virginia State University","2010","All students, Undergraduate total","3145","1825","23","485","23","-2"
"237932","West Liberty University","2010","All students, Undergraduate total","2688","1546","11","112","26","-2"
"237950","West Virginia University Institute of Technology","2010","All students, Undergraduate total","1211","451","9","97","27","-2"
"238333","Beloit College","2010","All students, Undergraduate total","1397","800","23","43","100","-2"
"238476","Carthage College","2010","All students, Undergraduate total","3044","1728","65","100","150","-2"
"239017","Lawrence University","2010","All students, Undergraduate total","1557","840","50","50","61","-2"
"239071","Maranatha Baptist University","2010","All students, Undergraduate total","878","487","11","8","10","-2"
"239512","Northland College","2010","All students, Undergraduate total","556","292","5","2","8","-2"
"239628","Ripon College","2010","All students, Undergraduate total","1065","553","14","22","41","-2"
"239716","Saint Norbert College","2010","All students, Undergraduate total","2172","1275","23","14","46","-2"
"240338","Wisconsin Lutheran College","2010","All students, Undergraduate total","840","467","3","40","31","-2"
"240374","University of Wisconsin-Parkside","2010","All students, Undergraduate total","5015","2683","130","537","473","-2"
"240426","University of Wisconsin-Superior","2010","All students, Undergraduate total","2631","1505","33","33","38","-2"
"241128","American University of Puerto Rico","2010","All students, Undergraduate total","1162","683","0","0","1162","-2"
"241191","Universidad Adventista de las Antillas","2010","All students, Undergraduate total","1124","644","3","26","1039","-2"
"241386","Caribbean University-Carolina","2010","All students, Undergraduate total","769","550","0","0","769","-2"
"241720","Colegio Universitario de San Juan","2010","All students, Undergraduate total","1720","955","0","0","1720","-2"
"242644","Inter American University of Puerto Rico-Barranquitas","2010","All students, Undergraduate total","2316","1439","0","0","2296","-2"
"242680","Inter American University of Puerto Rico-Fajardo","2010","All students, Undergraduate total","2299","1424","0","0","2270","-2"
"242699","Inter American University of Puerto Rico-Guayama","2010","All students, Undergraduate total","2315","1538","0","1","2304","-2"
"242705","Inter American University of Puerto Rico-Bayamon","2010","All students, Undergraduate total","5034","2276","1","1","4920","-2"
"243106","University of Puerto Rico-Aguadilla","2010","All students, Undergraduate total","2932","1762","4","3","2156","-2"
"243115","University of Puerto Rico-Arecibo","2010","All students, Undergraduate total","3957","2488","0","0","3957","-2"
"243133","University of Puerto Rico-Bayamon","2010","All students, Undergraduate total","4992","2577","0","0","4992","-2"
"243142","University of Puerto Rico-Carolina","2010","All students, Undergraduate total","4004","2503","3","11","3643","-2"
"243151","University of Puerto Rico-Cayey","2010","All students, Undergraduate total","3631","2527","0","0","3631","-2"
"243179","University of Puerto Rico-Humacao","2010","All students, Undergraduate total","4314","2850","0","0","121","-2"
"243212","University of Puerto Rico-Ponce","2010","All students, Undergraduate total","3233","1950","0","0","3233","-2"
"243586","Pontifical Catholic University of Puerto Rico-Mayaguez","2010","All students, Undergraduate total","1384","851","0","0","1359","-2"
"243832","EDP University of Puerto Rico Inc-San Juan","2010","All students, Undergraduate total","1151","676","0","0","1151","-2"
"245652","St. John's College","2010","All students, Undergraduate total","409","166","5","2","24","-2"
"245847","Antioch University-Santa Barbara","2010","All students, Undergraduate total","136","106","5","6","42","-2"
"262129","New College of Florida","2010","All students, Undergraduate total","801","481","24","12","102","-2"
"363916","Caribbean University-Vega Baja","2010","All students, Undergraduate total","599","415","0","0","599","-2"
"384254","Beacon College","2010","All students, Undergraduate total","140","52","1","8","11","-2"
"385619","Everglades University","2010","All students, Undergraduate total","1107","531","19","184","175","-2"
"398130","Mt Sierra College","2010","All students, Undergraduate total","535","146","50","51","210","-2"
"399911","Soka University of America","2010","All students, Undergraduate total","438","281","87","9","43","-2"
"414823","Johnson & Wales University-North Miami","2010","All students, Undergraduate total","2098","1198","18","363","385","-2"
"414878","Trine University-Regional/Non-Traditional Campuses","2010","All students, Undergraduate total","171","121","1","21","1","-2"
"421832","Living Arts College","2010","All students, Undergraduate total","454","119","6","196","28","-2"
"428259","Ottawa University-Milwaukee","2010","All students, Undergraduate total","331","248","8","60","15","-2"
"432241","University of Phoenix-Oregon","2010","All students, Undergraduate total","1013","610","13","29","58","-2"
"437325","Linfield College-Online and Continuing Education","2010","All students, Undergraduate total","500","374","18","5","24","-2"
"440466","University of Phoenix-Idaho","2010","All students, Undergraduate total","540","324","4","3","41","-2"
"441900","Nevada State College","2010","All students, Undergraduate total","2988","2247","341","335","615","-2"
"443410","DigiPen Institute of Technology","2010","All students, Undergraduate total","912","135","61","4","53","-2"
"445319","University of Phoenix-Minnesota","2010","All students, Undergraduate total","253","143","4","45","6","-2"
"446048","Ave Maria University","2010","All students, Undergraduate total","696","356","17","25","109","-2"
"447050","United States University","2010","All students, Undergraduate total","281","223","2","13","109","-2"
"447689","Georgia Gwinnett College","2010","All students, Undergraduate total","5380","2931","444","1304","513","-2"
"449870","University of the West","2010","All students, Undergraduate total","61","33","9","0","6","-2"
"450085","The Art Institute of Charleston","2010","All students, Undergraduate total","875","546","7","192","33","-2"
"450298","Strayer University-Delaware","2010","All students, Undergraduate total","394","260","2","224","21","-2"
"451060","Digital Media Arts College","2010","All students, Undergraduate total","283","79","5","50","58","-2"
"454184","The King's College","2010","All students, Undergraduate total","384","239","12","15","23","-2"
"454582","Ottawa University-Online","2010","All students, Undergraduate total","291","178","7","36","15","-2"
"455770","Providence Christian College","2010","All students, Undergraduate total","60","41","1","0","4","-2"
"456621","Strayer University-West Virginia","2010","All students, Undergraduate total","262","163","1","13","2","-2"
"457484","Pacific Rim Christian University","2010","All students, Undergraduate total","89","34","16","6","3","-2"
"457697","City Vision University","2010","All students, Undergraduate total","46","27","0","14","2","-2"
"458496","The Art Institute of Virginia Beach","2010","All students, Undergraduate total","248","145","11","89","22","-2"
"458973","Strayer University-Texas","2010","All students, Undergraduate total","274","170","8","135","24","-2"
"458982","The Art Institute of San Antonio","2010","All students, Undergraduate total","196","102","1","12","103","-2"
"459268","South University–Virginia Beach","2010","All students, Undergraduate total","156","117","1","92","9","-2"
"459851","Herzing University-Brookfield","2010","All students, Undergraduate total","45","28","0","4","2","-2"
