"unitid","institution name","year","HD2017.Carnegie Classification 2015: Basic","IC2017.Religious affiliation","DRVHR2017.Average salary equated to 9 months of full-time instructional staff - all ranks","DRVGR2017.Graduation rate - Bachelor degree within 6 years, total","DRVADM2017.Percent admitted - total","DRVADM2017.Admissions yield - total","ADM2017.SAT Evidence-Based Reading and Writing 25th percentile score","ADM2017.SAT Evidence-Based Reading and Writing 75th percentile score","ADM2017.SAT Math 25th percentile score","ADM2017.SAT Math 75th percentile score","ADM2017.ACT Composite 25th percentile score","ADM2017.ACT Composite 75th percentile score","F1617_F2.Total expenses","F1617_F2.Instruction-Total amount","F1617_F2.Value of endowment assets at the end of the fiscal year"
"460783","Remington College-Heathrow Campus","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","44419","44",,,,,,,,,"3067604","1670080",
"461236","Georgia Christian University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","21250","100",,,,,,,,,"2540858","1283261",
"461795","North American University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","43245","48",,,,,,,,,"9904483","3230307",
"462044","Institute for Doctoral Studies in the Visual Arts","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","75839",,,,,,,,,,"1020824","456409",
"462354","John Paul the Great Catholic University","2017","Baccalaureate Colleges: Diverse Fields","Roman Catholic","59321","61","95","40","540","620","480","570","20","27","6812528","4807712","30000"
"468015","South University-The Art Institute of Fort Worth","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,,,,,,,,,,,,
"468024","South University-Novi","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","67308","22",,,,,,,,,,,
"470092","The Art Institute of Wisconsin","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,,,,,,,,,,,,
"475200","Whitworth University-Adult Degree Programs","2017","Baccalaureate Colleges: Diverse Fields","Presbyterian","28956",,"63","60",,,,,,,,"1555607",
"480073","South University-Austin","2017","Baccalaureate Colleges: Arts & Sciences Focus","Not applicable","61214",,,,,,,,,,,,
"480134","Elizabethtown College School of Continuing and Professional Studies","2017","Baccalaureate Colleges: Diverse Fields","Church of Brethren",,,"93","69",,,,,,,,,
"481720","South University-High Point","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","59554",,,,,,,,,,,,
"482158","Middle Georgia State University","2017","Baccalaureate Colleges: Diverse Fields","Not applicable","52353",,"94","25","420","530","400","520","15","23",,,
"484622","University of Phoenix-Arkansas","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,"7",,,,,,,,,,,
"484701","University of Phoenix-Missouri","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,"9",,,,,,,,,,,
"484783","University of Phoenix-Pennsylvania","2017","Baccalaureate Colleges: Diverse Fields","Not applicable",,"13",,,,,,,,,,,
