"unitid","institution name","year","IC2016.Religious affiliation","DRVHR2016.Average salary equated to 9 months of full-time instructional staff - all ranks","DRVGR2016.Graduation rate - Bachelor degree within 6 years, total","DRVADM2016.Percent admitted - total","DRVADM2016.Admissions yield - total","ADM2016.SAT Critical Reading 25th percentile score","ADM2016.SAT Critical Reading 75th percentile score","ADM2016.SAT Math 25th percentile score","ADM2016.SAT Math 75th percentile score","ADM2016.ACT Composite 25th percentile score","ADM2016.ACT Composite 75th percentile score","F1516_F2.Total expenses","F1516_F2.Instruction-Total amount","F1516_F2.Value of endowment assets at the end of the fiscal year"
"189848","Cazenovia College","2016","Not applicable","63353","43","90","13","430","550","413","540","20","23","25050068","10025136","29716892"
"190099","Colgate University","2016","Not applicable","104084","90","29","32","640","720","650","740","30","33","184004732","70778990","821597248"
"190248","Concordia College-New York","2016","Lutheran Church - Missouri Synod","54228","54","71","22","410","520","420","490","17","25","27364394","8326648","9567945"
"190372","Cooper Union for the Advancement of Science and Art","2016","Not applicable","114412","87",,,,,,,,,"80205090","27321012","777133930"
"190646","CUNY Medgar Evers College","2016","Not applicable","87506","17","98","14",,,,,,,,,
"190655","CUNY New York City College of Technology","2016","Not applicable","83407","25","75","26",,,,,,,,,
"190691","CUNY York College","2016","Not applicable","85544","30","41","18","390","470","420","490",,,,,
"190983","Elmira College","2016","Not applicable","55352","60","82","12",,,,,,,"45249655","12942026","37962109"
"191205","Five Towns College","2016","Not applicable","53709","36","61","67",,,,,,,,,
"191515","Hamilton College","2016","Not applicable","100676","92","26","35","650","740","650","740","31","33","137303000","61239000","861749000"
"191533","Hartwick College","2016","Not applicable","73430","54","87","14","450","540","450","550","19","25","49520819","18513959","67497416"
"191621","Hilbert College","2016","Roman Catholic","54904","43","81","19",,,,,,,"16449475","5605167","6303824"
"191630","Hobart William Smith Colleges","2016","Not applicable","87008","77","58","22","580","680","580","670","26","30","106869250","35860597","187188927"
"191676","Houghton College","2016","Wesleyan","53758","71","79","29","480","630","483","610","21","28","33247216","10850436","45789945"
"192864","Marymount Manhattan College","2016","Not applicable","75595","45","78","13","480","600","450","570","22","27","55587866","19828216","18070480"
"194392","Paul Smiths College of Arts and Science","2016","Not applicable","51985","40","82","31",,,,,,,"27168528","6441568","25450045"
"195173","St Francis College","2016","Not applicable","82583","52","64","23","420","510","410","520","18","24","50497028","19258902","70931170"
"195216","St Lawrence University","2016","Not applicable","83842","84","43","22",,,,,,,"121348952","42692128","267593470"
"195304","Sarah Lawrence College","2016","Not applicable","90532","82","52","24","620","720","550","680","27","31","79808860","39620205","89955309"
"195474","Siena College","2016","Roman Catholic","74194","75","73","13",,,,,,,"99905172","30791160","121498306"
"195526","Skidmore College","2016","Not applicable","85863","89","29","27","560","670","560","660","26","30","154706000","56858000","329902000"
"196042","Farmingdale State College","2016","Not applicable","73219","53","58","36","430","520","450","540","19","23",,,
"196219","SUNY at Purchase College","2016","Not applicable","64968","62","44","25","500","610","470","570","20","27",,,
"196866","Union College","2016","Not applicable","99781","87","37","23",,,,,,,"129372513","47434021","389200000"
"197027","United States Merchant Marine Academy","2016","Not applicable","89376","76","20","73","570","660","620","690","26","30",,,
"197036","United States Military Academy","2016","Not applicable","85651","86","10","88","580","690","600","700","26","31",,,
"197133","Vassar College","2016","Not applicable","104147","91","27","34","670","750","660","750","30","33","178270000","73804000","928816580"
"197230","Wells College","2016","Not applicable","60134","53","92","12","430","560","430","555","19","26","22778695","4857640","34004908"
"197911","Barton College","2016","Christian Church (Disciples of Christ)","53384","52","41","21","420","520","430","520","17","23","24931505","8257393","25859405"
"197984","Belmont Abbey College","2016","Roman Catholic","43170","44","97","24","440","530","440","560","18","24","28626276","7513532","8765240"
"197993","Bennett College","2016","United Methodist","45373","42","98","8",,,,,,,"17378815","5495883","11471858"
"198066","Brevard College","2016","United Methodist","45970","46","42","20",,,,,,,"17445055","5251130","22532687"
"198215","Catawba College","2016","Not applicable","59876","52","47","29","420","550","430","540","18","24","51756576","11650779","56557000"
"198303","Chowan University","2016","Southern Baptist","60035","23","57","21","360","445","360","450","14","17","26150916","7615451","24284721"
"198385","Davidson College","2016","Presbyterian Church (USA)","106378","95","20","45","630","720","620","720","28","33","123020840","39075100","660976928"
"198598","Greensboro College","2016","United Methodist","52801","44","36","26","400","490","400","520","17","23","17667150","5735581","20933937"
"198613","Guilford College","2016","Friends","49252","61","61","21",,,,,,,"45484090","14195158","78829236"
"198695","High Point University","2016","United Methodist","64900","64","79","18","492","595","503","605","21","26","155731730","47691176","50211927"
"198756","Johnson C Smith University","2016","Not applicable","56244","51","45","11","380","460","360","455","15","19","47220014","11570091","61949828"
"198808","Lees-McRae College","2016","Presbyterian Church (USA)","42639","38","63","19",,,,,,,"18148484","5071641","20291578"
"198862","Livingstone College","2016","African Methodist Episcopal Zion Church","45186","25","48","12","320","410","320","400","13","17","30812617","7170835",
"198899","Mars Hill University","2016","Not applicable","45909","34","57","22","420","520","420","520","17","22","31440373","8158419","41833477"
"198950","Meredith College","2016","Not applicable","63234","61","61","36","460","563","460","560","21","26","53409229","19898990","94303471"
"199069","University of Mount Olive","2016","Original Free Will Baptist","55582","51","48","23","500","560","520","590","17","22","39167341","10565390","30837470"
"199111","University of North Carolina at Asheville","2016","Not applicable","74338","62","76","25","530","640","510","610","23","28",,,
"199209","North Carolina Wesleyan College","2016","United Methodist","52991","21","62","12","390","500","390","530","16","23","29221666","9486951","10078237"
"199272","William Peace University","2016","Presbyterian Church (USA)","50426","42","63","20","403","518","390","498","16","22","21670541","3764409","35548377"
"199582","Saint Augustine's University","2016","Protestant Episcopal","43277","23","73","13","320","410","310","420","12","16","28966127","7196310","17283710"
"199607","Salem College","2016","Moravian Church","53266","57","57","34","480","610","470","590","22","27","27187401","9724851","55833328"
"199643","Shaw University","2016","Baptist","47332","19","49","14",,,,,,,"37144218","9891528","10131558"
"199698","St. Andrews University","2016","Presbyterian Church (USA)","46684","36","56","32","390","480","480","490","16","21","15423569","3581548","8342595"
"199865","Warren Wilson College","2016","Not applicable","53981","51","82","24",,,,,,,"31835023","10545549","52101920"
"200059","Dickinson State University","2016","Not applicable","62611","30","92","56","400","580","450","620","18","31",,,
"200156","University of Jamestown","2016","Presbyterian Church (USA)","57389","50","57","29","450","560","440","580","20","25","22305530","8801612","33115829"
"200226","Mayville State University","2016","Not applicable","52006","29","55","41","310","440","383","475","18","23",,,
"200572","Valley City State University","2016","Not applicable","53140","35","98","51","400","480","410","470","18","24",,,
"201371","Bluffton University","2016","Mennonite Church","54872","49","50","28",,,,,"19","24","23683137","8861932","22641748"
"201654","Cedarville University","2016","Baptist","64470","72","69","27","540","660","540","650","23","29","83407272","35197500","26229258"
"201690","Central State University","2016","Not applicable","58584","26","42","20","340","430","340","430","15","18",,,
"201964","Ohio Christian University","2016","Other Protestant","16410","36",,,,,,,,,"34384669","14691098","4611641"
"202514","Defiance College","2016","United Church of Christ","50970","42","58","22","400","540","390","470","18","23","17494744","5371815","14137166"
"202523","Denison University","2016","Not applicable","79201","80","44","21","590","680","600","700","28","32","121811027","44177072","723802898"
"203128","Hiram College","2016","Not applicable","55633","61","54","15","430","520","433","525","19","25","33340960","11503749","69928286"
"203535","Kenyon College","2016","Not applicable","77927","90","27","29","620","730","610","710","29","33","110751943","42020723","208850915"
"203845","Marietta College","2016","Not applicable","59201","61","61","15","460","600","490","630","21","26","45797631","18432564","70291929"
"204185","University of Mount Union","2016","United Methodist","71005","59","77","33","430","540","460","570","20","26","56325784","22541039","131912000"
"204501","Oberlin College","2016","Not applicable","98605","85","28","32","630","730","620","720","29","33","194064122","88826990","808300971"
"204635","Ohio Northern University","2016","United Methodist","77958","74","64","24","510","600","520","635","23","28","90793912","40492725","152853681"
"204671","Ohio State University-Lima Campus","2016","Not applicable","81698","28",,,,,,,,,,,
"204909","Ohio Wesleyan University","2016","United Methodist","75943","67","72","17",,,,,,,"67653907","24599695","201610135"
"205443","Shawnee State University","2016","Not applicable","59970","30","74","32",,,,,"18","24",,,
"206330","Urbana University","2016","Not applicable","48746","34","92","35","400","510","420","460","17","21","15209000","4329000",
"206491","Wilberforce University","2016","African Methodist Episcopal","43974","21","38","15","360","490","350","470","15","19","19274531","2742492","9697178"
"206507","Wilmington College","2016","Friends","53078","56","87","15","420","500","420","500","18","23","24735168","8167566","34781486"
"206525","Wittenberg University","2016","Lutheran Church in America","63862","68","78","10",,,,,,,"51996728","19150202","98716172"
"206589","The College of Wooster","2016","Not applicable","74525","76","58","17","520","670","550","680","24","30","89189259","29634440","260414225"
"206613","Wright State University-Lake Campus","2016","Not applicable","80620","26","99","72","413","458","438","533","19","24",,,
"207351","Oklahoma Panhandle State University","2016","Not applicable","42152","40",,,,,,,,,,,
"207403","Oklahoma Baptist University","2016","Baptist","60346","57","60","20","460","600","460","565","20","26","45167334","14682942","110027708"
"207661","Rogers State University","2016","Not applicable","44492","30",,,,,,,,,,,
"207689","St. Gregory's University","2016","Roman Catholic","46735","32","42","44",,,,,,,"15982090","3398900","11621024"
"207722","University of Science and Arts of Oklahoma","2016","Not applicable","52642","39","49","44","395","500","420","510","19","24",,,
"207856","Southwestern Christian University","2016","Pentecostal Holiness Church","42148","31","41","66","350","510","350","510","17","21","8318137","3063652","984427"
"209056","Lewis & Clark College","2016","Not applicable","88963","79","55","12","600","690","590","680","27","31","122104182","52671469","204039279"
"209065","Linfield College-McMinnville Campus","2016","American Baptist","66032","70","81","21","460","590","460","560","20","24","66154761","29725224","101629273"
"209506","Oregon Institute of Technology","2016","Not applicable","65802","47","73","43","450","570","470","590","21","25",,,
"209922","Reed College","2016","Not applicable","94625","78","31","20","660","750","620","730","29","33","94142823","34657624","503674534"
"210304","Warner Pacific College","2016","Church of God","55520","41","53","15",,,,,,,"20468508","8636058","11443291"
"210401","Willamette University","2016","Not applicable","88422","78","78","10",,,,,,,"98889000","36980000","225316000"
"210492","Bryn Athyn College of the New Church","2016","Other (none of the above)","64810","54","42","48","390","555","395","550","18","23",,"3581150","55896179"
"210571","Albright College","2016","United Methodist","58526","54","51","13",,,,,,,"53449958","21969045","62894902"
"210669","Allegheny College","2016","United Methodist","74310","76","68","17",,,,,,,"77664739","26589179","181636170"
"210906","The Art Institutes of York-PA","2016","Not applicable","42164","48",,,,,,,,,,,
"211273","Bryn Mawr College","2016","Not applicable","95004","83","40","34","610","730","610","720","28","32","122188000","48523000","803898000"
"211291","Bucknell University","2016","Not applicable","98370","88","30","30","590","670","610","710","28","32","219237000","80435000","722425000"
"211468","Cedar Crest College","2016","Not applicable","65258","56","66","23","440","550","440","540","19","24","31964780","12584460","27765254"
"211477","Central Penn College","2016","Not applicable","47004","38","99","44","330","450","330","460","13","17",,,
"211608","Cheyney University of Pennsylvania","2016","Not applicable","87673","16",,,,,,,,,,,
"212009","Dickinson College","2016","Not applicable","82554","84","43","23",,,,,,,"128687573","45036876","381020196"
"212197","Elizabethtown College","2016","Church of Brethren","77869","74","73","21","500","610","490","550","21","28","65463536","30192144","69681864"
"212577","Franklin and Marshall College","2016","Not applicable","85656","87","36","25",,,,,,,"136202887","53065845","328340000"
"212674","Gettysburg College","2016","Not applicable","86914","87","43","24",,,,,,,"128888771","47348992","282922994"
"212805","Grove City College","2016","Undenominational",,"81","82","47","531","668","529","657","23","29","73261381","30275013","103492971"
"212911","Haverford College","2016","Not applicable","92041","90","21","40","660","760","660","760","31","34","96897341","34905767","464632124"
"213251","Juniata College","2016","Not applicable","75412","76","75","22",,,,,,,"52964631","18190359","107541922"
"213303","Keystone College","2016","Not applicable","58676","49","98","29","400","490","380","480","16","21","26615706","9685158","7489408"
"213358","La Roche College","2016","Roman Catholic","63224","53","92","22","400","510","410","510","17","23","29361274","8895100","5328532"
"213385","Lafayette College","2016","Presbyterian Church (USA)","104995","89","28","28","580","680","620","710","27","31","158656000","59130000","774729000"
"213668","Lycoming College","2016","United Methodist","66927","72","70","26","470","550","470","570","20","25","43583979","13974159","183383000"
"213996","Messiah College","2016","Interdenominational","76237","76","80","33","510","630","510","640","22","29","94240511","35016014","126049512"
"214157","Moravian College","2016","Moravian Church","69093","69","80","24","450","560","450","560","21","25","59926541","25344941","102415126"
"214175","Muhlenberg College","2016","Evangelical Lutheran Church","78379","83","48","25","560","660","570","660","26","30","97579160","43509845","246967162"
"214591","Pennsylvania State University-Penn State Erie-Behrend College","2016","Not applicable","80744","63","88","34","460","570","510","640","21","27",,,
"214625","Pennsylvania State University-Penn State New Kensington","2016","Not applicable","75932","50","83","48","455","560","470","570","18","25",,,
"214634","Pennsylvania State University-Penn State Shenango","2016","Not applicable","64671","32","72","54","420","540","420","500","19","29",,,
"214643","Pennsylvania State University-Penn State Wilkes-Barre","2016","Not applicable","69403","46","83","41","440","520","460","570","18","20",,,
"214652","Pennsylvania State University-Penn State Worthington Scranton","2016","Not applicable","73231","37","80","42","410","530","430","540","15","23",,,
"214670","Pennsylvania State University-Penn State Lehigh Valley","2016","Not applicable","64328","57","87","27","430","580","470","600","22","28",,,
"214689","Pennsylvania State University-Penn State Altoona","2016","Not applicable","70081","69","89","26","440","540","460","570","20","24",,,
"214698","Pennsylvania State University-Penn State Beaver","2016","Not applicable","72988","48","86","36","435","560","445","610","20","25",,,
"214704","Pennsylvania State University-Penn State Berks","2016","Not applicable","75562","57","87","39","430","540","440","570","19","24",,,
"214731","Pennsylvania State University-Penn State Brandywine","2016","Not applicable","74968","44","83","32","420","530","440","550","18","25",,,
"214786","Pennsylvania State University-Penn State Greater Allegheny","2016","Not applicable","74058","39","86","38","420","540","430","580","18","25",,,
"214801","Pennsylvania State University-Penn State Abington","2016","Not applicable","73930","47","82","29","420","530","450","600","20","27",,,
"214810","Pennsylvania State University-Penn State Schuylkill","2016","Not applicable","76155","41","76","43","410","520","410","530","15","24",,,
"214829","Pennsylvania State University-Penn State York","2016","Not applicable","76976","50","83","30","450","580","470","630","17","25",,,
"214883","Peirce College","2016","Not applicable","64214","0",,,,,,,,,"20171293","6996670","235422"
"215266","University of Pittsburgh-Bradford","2016","Not applicable","66622","49","53","20","430","540","440","550","19","23",,"12175239","213705"
"215275","University of Pittsburgh-Greensburg","2016","Not applicable","61751","58","75","25","460","560","460","555","20","25",,"9903318","4798334"
"215284","University of Pittsburgh-Johnstown","2016","Not applicable","63494","53","74","22","450","550","460","580","20","25",,"18166576","38372965"
"215798","Saint Vincent College","2016","Roman Catholic","66896","73","66","26","470","580","470","580","20","26","53072073","16641343","84930813"
"216278","Susquehanna University","2016","Evangelical Lutheran Church","71901","74","68","14",,,,,,,"76658061","26093577","143234567"
"216287","Swarthmore College","2016","Not applicable","113780","94","13","42","645","760","660","770","30","34","148086000","53303000","1746962000"
"216357","Thiel College","2016","Evangelical Lutheran Church","56545","42","74","18","400","520","400","530","16","23","28463483","8331322","30789509"
"216524","Ursinus College","2016","Not applicable","78759","78","82","19",,,,,,,"62860693","21365535","136950853"
"216542","University of Valley Forge","2016","Assemblies of God Church","54464","36","79","40",,,,,,,"19925080","5436293","1879892"
"216667","Washington & Jefferson College","2016","Not applicable","72243","76","47","13",,,,,,,"55536323","20452462","132129300"
"216807","Westminster College","2016","Presbyterian Church (USA)","62631","71","74","19","470","580","470","580","20","26","38730639","13569901","110130519"
"217013","Wilson College","2016","Presbyterian Church (USA)","60850","59","58","22","400","500","410","530","20","26","23184633","5029003","57811482"
"217624","Allen University","2016","African Methodist Episcopal","43878","18",,,,,,,,,"15395229","3341162","734959"
"217721","Benedict College","2016","Baptist","53102","22",,,,,,,,,"54733172","9280660","22949714"
"217873","Claflin University","2016","United Methodist","60602","56","42","12","430","470","400","480","18","20","47436207","16845589","24597296"
"217907","Coker College","2016","Not applicable","52241","48","59","30","430","530","440","540","18","22","23555849","6917616","26262989"
"217998","Erskine College","2016","Reformed Presbyterian Church","43053","63","76","34","450","560","450","560","20","26","17165536","4043840","35311874"
"218070","Furman","2016","Not applicable","87481","84","68","21",,,,,,,"147892494","58712525","609730540"
"218229","Lander University","2016","Not applicable","56088","43","62","34","440","540","440","550","17","23",,,
"218238","Limestone College","2016","Not applicable","46677","33","48","28","460","540","480","560","19","23","39493013","14129111","17044517"
"218399","Morris College","2016","Baptist","50582","22",,,,,,,,,"18316807","6698253","12366838"
"218414","Newberry College","2016","Evangelical Lutheran Church","49140","44","60","33","410","510","420","530","17","23","26772361","7348772","14730637"
"218539","Presbyterian College","2016","Presbyterian Church (USA)","68886","63","60","18","500","600","500","610","21","28","42138363","14975849","83401469"
"218645","University of South Carolina-Aiken","2016","Not applicable","62411","42","67","43","440","530","430","530","18","24",,,
"218654","University of South Carolina-Beaufort","2016","Not applicable","63787","24","65","35","420","520","420","510","18","24",,,
"218742","University of South Carolina-Upstate","2016","Not applicable","58973","42","55","37","430","520","430","520","18","23",,,
"218919","Voorhees College","2016","Protestant Episcopal","41312","26","79","7",,,,,,,"12839584","3050523","6391625"
"218973","Wofford College","2016","United Methodist","72947","80","70","21","520","630","530","640","24","29","63376805","19301497","172366619"
"219000","Augustana University","2016","Evangelical Lutheran Church","60626","71","69","42","440","610","490","620","23","29","47991742","21316809","65449455"
"219091","Dakota Wesleyan University","2016","United Methodist","51803","47","73","37","380","480","420","530","19","24","15973480","4112079","26372351"
"219204","National American University-Rapid City","2016","Not applicable","42510","0",,,,,,,,,,,
"220181","Fisk University","2016","Not applicable","51264","32","78","4","420","540","400","470","17","22","27731095","6367032","18977117"
"220206","Welch College","2016","Free Will Baptist Church","48098","33",,,,,,,,,"5262488","1377779","2167387"
"220598","Lane College","2016","Christian Methodist Episcopal","46969","20","50","15",,,,,"14","16","22555155","5554258","5209986"
"220604","Le Moyne-Owen College","2016","Multiple Protestant Denomination","42116","14","100","30",,,,,"14","17","17774236","4380617","12895371"
"220701","Martin Methodist College","2016","United Methodist","50676","39",,,,,,,,,"18237870","6216122","13961236"
"220710","Maryville College","2016","Presbyterian Church (USA)","58211","55","58","21","430","580","450","560","21","27","31540114","9032008","64327967"
"221351","Rhodes College","2016","Presbyterian Church (USA)","74762","79","54","21","580","670","590","690","27","31","82974784","33205006","318053382"
"221519","Sewanee-The University of the South","2016","Protestant Episcopal","83041","82","44","27",,,,,,,"102740660","33976878","357773319"
"221731","Tennessee Wesleyan University","2016","United Methodist","44927","46","61","33","400","530","450","540","19","25","16241276","5840349","10610165"
"222983","Austin College","2016","Presbyterian Church (USA)","66517","73","53","19","540","660","550","660","23","29","43286433","15472199","125619987"
"224527","East Texas Baptist University","2016","Baptist","60170","38","51","49","430","520","440","530","18","22","30475419","9082272","66615261"
"225548","Howard Payne University","2016","Baptist","50494","41","88","39","420","530","430","520","18","22","23674125","8757562","52168936"
"225575","Huston-Tillotson University","2016","Multiple Protestant Denomination","47702","22","36","16","340","460","350","460","13","18","20829478","5911823","10282198"
"225885","Jarvis Christian College","2016","Christian Church (Disciples of Christ)","48710","16",,,,,,,,,"19462572","3856988","10494519"
"226587","McMurry University","2016","United Methodist","54850","36","48","31","390","500","430","530","18","22","22236832","8815971","81128634"
"227429","Paul Quinn College","2016","African Methodist Episcopal","48600","8","32","24","280","510","310","520","12","25","9476289","1114502","10201254"
"228042","Schreiner University","2016","Presbyterian Church (USA)","58382","45","91","33","440","540","460","540","19","24","30700101","9506301","57896127"
"228343","Southwestern University","2016","United Methodist","70973","72","45","22","530","650","520","630","23","28","47851252","17487202","239942890"
"228468","Southwestern Adventist University","2016","Seventh Day Adventist","55966","47","50","17","420","510","400","500","17","23","18515413","7284210","10970381"
"228884","Texas College","2016","Christian Methodist Episcopal","36740","18",,,,,,,,,"14390327","2670387","3219987"
"228981","Texas Lutheran University","2016","American Evangelical Lutheran Church","63633","52","43","42","430","530","450","540","18","23","36861998","11629419","87489812"
"229887","Wiley College","2016","United Methodist","44111","18",,,,,,,,,"21434211","5690736","7032564"
"230047","Brigham Young University-Hawaii","2016","Latter Day Saints (Mormon Church)","82611","42","27","55","483","588","490","570","22","26","103408000","40685000","129600366"
"230630","Stevens-Henager College","2016","Not applicable","35712","24",,,,,,,,,"4823979","1484661",
"230816","Bennington College","2016","Not applicable","85944","70","60","29",,,,,,,"37591645","12959419","25920165"
"230834","Castleton University","2016","Not applicable","58430","47","95","24","430","528","430","540","17","24",,,
"230931","Lyndon State College","2016","Not applicable","56745","38","98","22","410","540","430","520","15","23",,,
"230940","Marlboro College","2016","Not applicable","45419","64","66","37",,,,,,,"14617032","5062617",
"230959","Middlebury College","2016","Not applicable","98526","93","16","43","630","740","650","755","30","33","285665000","89065000","1000598000"
"231059","Saint Michael's College","2016","Roman Catholic","75573","79","77","12",,,,,,,"80115837","23704864","83034967"
"231077","College of St Joseph","2016","Roman Catholic","39073","21","58","29",,,,,,,"7521120","2322325","2596624"
"231086","Southern Vermont College","2016","Not applicable","47942","20","62","25","380","500","390","490","14","21","11612194","2457279","4054013"
"231095","Sterling College","2016","Not applicable","37184","69","96","43",,,,,,,"7666333","1897632","1035414"
"231420","Averett University","2016","Baptist","53631","42","57","19","410","500","400","508","16","21","26249561","9163746","21848104"
"231554","Bluefield College","2016","Baptist","46442","32","85","27","390","500","400","510","17","21","13641756","3496222","6751955"
"231581","Bridgewater College","2016","Church of Brethren","58434","66","53","15","460","560","450","550","20","26","44702346","12162766","79252839"
"232025","Emory & Henry College","2016","United Methodist","60235","51","70","28","450","570","440","550","19","25","35663809","12752768","81810813"
"232089","Ferrum College","2016","United Methodist","54781","30","72","19","380","480","390","480","15","21","33533133","8671721","45587783"
"232256","Hampden-Sydney College","2016","Not applicable","72733","66","56","15","500","615","510","615","21","28","48980627","14873613","145387685"
"232308","Hollins University","2016","Not applicable","63403","53","60","13","530","643","490","590","23","29","36093064","14302010","160817888"
"233295","Randolph-Macon College","2016","United Methodist","71931","59","61","23","490","600","485","590","22","26","50340637","14446487","143390391"
"233301","Randolph College","2016","United Methodist","68697","60","84","18","460","580","440","570","20","26","30560051","10824242","146002000"
"233374","University of Richmond","2016","Not applicable","109437","88","32","24","600","700","620","720","29","32","283890000","80743000","2189546000"
"233426","Roanoke College","2016","Evangelical Lutheran Church","68492","63","73","16","490","610","480","590","21","27","65341286","22916370","135303619"
"233611","Southern Virginia University","2016","Not applicable","55698","33","45","47","470","580","458","560","16","26","15814766","3993578","1086722"
"233718","Sweet Briar College","2016","Not applicable","63604","61","93","15","460","620","420","560","18","27","28258289","10065841","75095402"
"233897","The University of Virginia's College at Wise","2016","Not applicable","65084","41","78","41","430","540","420","530","18","23",,,
"234085","Virginia Military Institute","2016","Not applicable","65331","78","51","50","530","620","530","620","23","28",,,
"234164","Virginia Union University","2016","Baptist","39691","33","41","15",,,,,,,"37230129","11114872","29244908"
"234173","Virginia Wesleyan University","2016","United Methodist","71390","44","90","25","430","530","420","530","17","24","39731496","14315795","52576938"
"234207","Washington and Lee University","2016","Not applicable","116395","92","24","39","660","720","660","740","30","33","154112000","71151000","1472485000"
"236328","University of Puget Sound","2016","Not applicable","91146","80","79","13",,,,,,,"118129000","48961000","310361000"
"237057","Whitman College","2016","Not applicable","80337","88","51","21","600","720","600","700","28","32","80390831","30364552","477771941"
"237118","Alderson Broaddus University","2016","American Baptist","44728","49","41","15","430","510","440","520","18","23","26726383","6215706","17715229"
"237181","Bethany College","2016","Christian Church (Disciples of Christ)","55810","41","65","25","380","500","380","500","17","23","24852408","5591673","42584745"
"237215","Bluefield State College","2016","Not applicable","55939","23","83","41","420","530","450","540","17","22",,,
"237358","Davis & Elkins College","2016","Presbyterian Church (USA)","51561","45","50","24","420","530","440","530","17","23","20935192","6622454","37007298"
"237385","Glenville State College","2016","Not applicable","52743","44","69","43","370","470","380","480","16","22",,,
"237640","Ohio Valley University","2016","Churches of Christ","44930","34","64","22","410","490","440","570","18","23","10259840","1816050","1773106"
"237792","Shepherd University","2016","Not applicable","61990","46","92","40","440","550","430","530","19","24",,,
"237899","West Virginia State University","2016","Not applicable","54910","29","96","13","403","520","410","490","17","22",,,
"237932","West Liberty University","2016","Not applicable","58022","42","72","34","410","500","420","490","18","23",,,
"237950","West Virginia University Institute of Technology","2016","Not applicable","64544","21","53","36","370","520","410","600","19","24",,,
"238333","Beloit College","2016","Not applicable","68565","73","70","14","520","680","545","690","24","30","51633333","19215465","145155229"
"238476","Carthage College","2016","Evangelical Lutheran Church","72866","63","70","16","470","580","450","560","21","27","77148641","35563504","85439746"
"239017","Lawrence University","2016","Not applicable","70475","79","63","17","555","693","578","713","26","31","67584663","24100691","283475799"
"239071","Maranatha Baptist University","2016","Baptist","39524","48","68","75",,,,,,,"16251559","4004727","242062"
"239512","Northland College","2016","United Church of Christ","58105","50","54","23",,,,,,,"19876413","6235257","22932092"
"239628","Ripon College","2016","Not applicable","63071","68","65","13","440","580","420","580","21","26","29039257","10958134","76657101"
"239716","Saint Norbert College","2016","Roman Catholic","63157","73","81","20","450","620","510","610","22","27","69298318","20295371","99680103"
"240338","Wisconsin Lutheran College","2016","Wisconsin Evangelical Lutheran Synod","55114","61","90","38","490","600","530","650","21","27","31867056","10679197","28206199"
"240374","University of Wisconsin-Parkside","2016","Not applicable","57802","24","62","50",,,,,"18","23",,,
"240426","University of Wisconsin-Superior","2016","Not applicable","57355","43","76","36",,,,,"19","24",,,
"241128","American University of Puerto Rico","2016","Not applicable","25540","24",,,,,,,,,,,
"241191","Universidad Adventista de las Antillas","2016","Seventh Day Adventist","24136","34","99","54",,,,,,,"10913772","3986554","134104"
"241386","Caribbean University-Carolina","2016","Not applicable","19688","7",,,,,,,,,"1259744","327548","5"
"241720","Colegio Universitario de San Juan","2016","Not applicable","28158","42","96","88",,,,,,,,,
"242644","Inter American University of Puerto Rico-Barranquitas","2016","Not applicable","37257","43","42","88",,,,,,,,"6609475",
"242680","Inter American University of Puerto Rico-Fajardo","2016","Not applicable","38493","26","72","96",,,,,,,,"6024473",
"242699","Inter American University of Puerto Rico-Guayama","2016","Not applicable","38792","33","49","94",,,,,,,,"6961334",
"242705","Inter American University of Puerto Rico-Bayamon","2016","Not applicable","41262","27","43","96",,,,,,,,"13381653",
"243106","University of Puerto Rico-Aguadilla","2016","Not applicable","59772","42","84","86","461","574","458","590",,,,,
"243115","University of Puerto Rico-Arecibo","2016","Not applicable","58089","48","51","88",,,,,,,,,
"243133","University of Puerto Rico-Bayamon","2016","Not applicable","49818","34","23","93",,,,,,,,,
"243142","University of Puerto Rico-Carolina","2016","Not applicable","54295","50","26","79","470","581","447","558",,,,,
"243151","University of Puerto Rico-Cayey","2016","Not applicable","61141","49","96","80","491","612","473","617",,,,,
"243179","University of Puerto Rico-Humacao","2016","Not applicable","54108","47","43","91",,,,,,,,,
"243212","University of Puerto Rico-Ponce","2016","Not applicable","49543","42","45","85",,,,,,,,,
"243586","Pontifical Catholic University of Puerto Rico-Mayaguez","2016","Roman Catholic","33371","28","100","50",,,,,,,,,
"243832","EDP University of Puerto Rico Inc-San Juan","2016","Not applicable","20082","55","70","38",,,,,,,"20981412","5869140",
"245652","St. John's College","2016","Not applicable","82747","49","63","37",,,,,,,"23819831","8838845","56819099"
"245847","Antioch University-Santa Barbara","2016","Not applicable","43627",,,,,,,,,,,,
"262129","New College of Florida","2016","Not applicable","73706","63","71","23","600","700","540","650","26","31",,,
"363916","Caribbean University-Vega Baja","2016","Not applicable","19636","38",,,,,,,,,"1375159","357558","6"
"384254","Beacon College","2016","Not applicable","44203","64","48","58",,,,,,,"11218388","3289579","74955"
"385619","Everglades University","2016","Not applicable","30193","52","74","60",,,,,,,"26078624","7973297",
"398130","Mt Sierra College","2016","Not applicable","35522","48","44","100",,,,,,,,,
"399911","Soka University of America","2016","Not applicable","98775","90","38","54","490","630","580","740","26","30","54513000","13658000","1161267000"
"414823","Johnson & Wales University-North Miami","2016","Not applicable","76914","36","81","11",,,,,,,,,
